"Date","Price","Open","High","Low","Vol.","Change %"
"05/12/2022","3,310.00","3,310.00","3,310.00","3,310.00","","-0.18%"
"05/11/2022","3,316.00","3,316.00","3,316.00","3,316.00","","1.19%"
"05/10/2022","3,277.00","3,277.00","3,277.00","3,277.00","","1.36%"
"05/09/2022","3,233.00","3,233.00","3,233.00","3,233.00","","1.83%"
"05/06/2022","3,175.00","3,175.00","3,175.00","3,175.00","","2.09%"
"05/05/2022","3,110.00","3,110.00","3,110.00","3,110.00","","3.22%"
"05/04/2022","3,013.00","3,013.00","3,013.00","3,013.00","","1.96%"
"05/03/2022","2,955.00","2,955.00","2,955.00","2,955.00","","0.58%"
"04/29/2022","2,938.00","2,938.00","2,938.00","2,938.00","","0.82%"
"04/28/2022","2,914.00","2,914.00","2,914.00","2,914.00","","0.34%"
"04/27/2022","2,904.00","2,904.00","2,904.00","2,904.00","","-0.51%"
"04/26/2022","2,919.00","2,919.00","2,919.00","2,919.00","","-1.62%"
"04/25/2022","2,967.00","2,967.00","2,967.00","2,967.00","","-1.23%"
"04/22/2022","3,004.00","3,004.00","3,004.00","3,004.00","","-1.41%"
"04/21/2022","3,047.00","3,047.00","3,047.00","3,047.00","","-1.30%"
"04/20/2022","3,087.00","3,087.00","3,087.00","3,087.00","","0.26%"
"04/19/2022","3,079.00","3,079.00","3,079.00","3,079.00","","1.22%"
"04/14/2022","3,042.00","3,042.00","3,042.00","3,042.00","","2.49%"
"04/13/2022","2,968.00","2,968.00","2,968.00","2,968.00","","3.70%"
"04/12/2022","2,862.00","2,862.00","2,862.00","2,862.00","","2.76%"
"04/11/2022","2,785.00","2,785.00","2,785.00","2,785.00","","0.29%"
"04/08/2022","2,777.00","2,777.00","2,777.00","2,777.00","","-0.04%"
"04/07/2022","2,778.00","2,778.00","2,778.00","2,778.00","","-3.14%"
"04/06/2022","2,868.00","2,868.00","2,868.00","2,868.00","","-2.81%"
"04/05/2022","2,951.00","2,951.00","2,951.00","2,951.00","","-2.12%"
"04/04/2022","3,015.00","3,015.00","3,015.00","3,015.00","","-1.89%"
"04/01/2022","3,073.00","3,073.00","3,073.00","3,073.00","","-2.16%"
"03/31/2022","3,141.00","3,141.00","3,141.00","3,141.00","","-2.94%"
"03/30/2022","3,236.00","3,236.00","3,236.00","3,236.00","","-3.03%"
"03/29/2022","3,337.00","3,337.00","3,337.00","3,337.00","","-2.31%"
"03/28/2022","3,416.00","3,416.00","3,416.00","3,416.00","","0.09%"
"03/25/2022","3,413.00","3,413.00","3,413.00","3,413.00","","1.01%"
"03/24/2022","3,379.00","3,379.00","3,379.00","3,379.00","","3.27%"
"03/23/2022","3,272.00","3,272.00","3,272.00","3,272.00","","5.18%"
"03/22/2022","3,111.00","3,111.00","3,111.00","3,111.00","","5.42%"
"03/21/2022","2,951.00","2,951.00","2,951.00","2,951.00","","2.68%"
"03/18/2022","2,874.00","2,874.00","2,874.00","2,874.00","","0.84%"
"03/17/2022","2,850.00","2,850.00","2,850.00","2,850.00","","0.11%"
"03/16/2022","2,847.00","2,847.00","2,847.00","2,847.00","","-3.36%"
"03/15/2022","2,946.00","2,946.00","2,946.00","2,946.00","","-4.72%"
"03/14/2022","3,092.00","3,092.00","3,092.00","3,092.00","","-2.98%"
"03/11/2022","3,187.00","3,187.00","3,187.00","3,187.00","","-1.42%"
"03/10/2022","3,233.00","3,233.00","3,233.00","3,233.00","","1.22%"
"03/09/2022","3,194.00","3,194.00","3,194.00","3,194.00","","5.03%"
"03/08/2022","3,041.00","3,041.00","3,041.00","3,041.00","","4.83%"
"03/07/2022","2,901.00","2,901.00","2,901.00","2,901.00","","4.17%"
"03/04/2022","2,785.00","2,785.00","2,785.00","2,785.00","","3.19%"
"03/03/2022","2,699.00","2,699.00","2,699.00","2,699.00","","2.47%"
"03/02/2022","2,634.00","2,634.00","2,634.00","2,634.00","","1.27%"
"03/01/2022","2,601.00","2,601.00","2,601.00","2,601.00","","0.08%"
"02/28/2022","2,599.00","2,599.00","2,599.00","2,599.00","","-2.22%"
"02/25/2022","2,658.00","2,658.00","2,658.00","2,658.00","","-1.15%"
"02/24/2022","2,689.00","2,689.00","2,689.00","2,689.00","","-0.37%"
"02/23/2022","2,699.00","2,699.00","2,699.00","2,699.00","","3.97%"
"02/22/2022","2,596.00","2,596.00","2,596.00","2,596.00","","6.35%"
"02/21/2022","2,441.00","2,441.00","2,441.00","2,441.00","","2.78%"
"02/18/2022","2,375.00","2,375.00","2,375.00","2,375.00","","0.42%"
"02/17/2022","2,365.00","2,365.00","2,365.00","2,365.00","","-0.42%"
"02/16/2022","2,375.00","2,375.00","2,375.00","2,375.00","","-1.04%"
"02/15/2022","2,400.00","2,400.00","2,400.00","2,400.00","","-0.74%"
"02/14/2022","2,418.00","2,418.00","2,418.00","2,418.00","","0.62%"
"02/11/2022","2,403.00","2,403.00","2,403.00","2,403.00","","3.00%"
"02/10/2022","2,333.00","2,333.00","2,333.00","2,333.00","","8.36%"
"02/09/2022","2,153.00","2,153.00","2,153.00","2,153.00","","9.23%"
"02/08/2022","1,971.00","1,971.00","1,971.00","1,971.00","","6.25%"
"02/07/2022","1,855.00","1,855.00","1,855.00","1,855.00","","3.29%"
"02/04/2022","1,796.00","1,796.00","1,796.00","1,796.00","","1.41%"
"02/03/2022","1,771.00","1,771.00","1,771.00","1,771.00","","0.34%"
"02/02/2022","1,765.00","1,765.00","1,765.00","1,765.00","","-2.54%"
"02/01/2022","1,811.00","1,811.00","1,811.00","1,811.00","","-0.93%"
"01/31/2022","1,828.00","1,828.00","1,828.00","1,828.00","","-0.65%"
"01/28/2022","1,840.00","1,840.00","1,840.00","1,840.00","","-0.33%"
"01/27/2022","1,846.00","1,846.00","1,846.00","1,846.00","","-3.55%"
"01/26/2022","1,914.00","1,914.00","1,914.00","1,914.00","","-3.72%"
"01/25/2022","1,988.00","1,988.00","1,988.00","1,988.00","","-1.24%"
"01/24/2022","2,013.00","2,013.00","2,013.00","2,013.00","","0.15%"
"01/21/2022","2,010.00","2,010.00","2,010.00","2,010.00","","-0.69%"
"01/20/2022","2,024.00","2,024.00","2,024.00","2,024.00","","-3.39%"
"01/19/2022","2,095.00","2,095.00","2,095.00","2,095.00","","-5.76%"
"01/18/2022","2,223.00","2,223.00","2,223.00","2,223.00","","-4.43%"
"01/17/2022","2,326.00","2,326.00","2,326.00","2,326.00","","-2.06%"
"01/14/2022","2,375.00","2,375.00","2,375.00","2,375.00","","-3.14%"
"01/13/2022","2,452.00","2,452.00","2,452.00","2,452.00","","-4.41%"
"01/12/2022","2,565.00","2,565.00","2,565.00","2,565.00","","-5.52%"
"01/11/2022","2,715.00","2,715.00","2,715.00","2,715.00","","-4.70%"
"01/10/2022","2,849.00","2,849.00","2,849.00","2,849.00","","-3.65%"
"01/07/2022","2,957.00","2,957.00","2,957.00","2,957.00","","-1.86%"
"01/06/2022","3,013.00","3,013.00","3,013.00","3,013.00","","0.33%"
"01/05/2022","3,003.00","3,003.00","3,003.00","3,003.00","","4.49%"
"01/04/2022","2,874.00","2,874.00","2,874.00","2,874.00","","11.70%"
"12/24/2021","2,573.00","2,573.00","2,573.00","2,573.00","","2.31%"
"12/23/2021","2,515.00","2,515.00","2,515.00","2,515.00","","5.49%"
"12/22/2021","2,384.00","2,384.00","2,384.00","2,384.00","","3.16%"
"12/21/2021","2,311.00","2,311.00","2,311.00","2,311.00","","-1.91%"
"12/20/2021","2,356.00","2,356.00","2,356.00","2,356.00","","-3.60%"
"12/17/2021","2,444.00","2,444.00","2,444.00","2,444.00","","-6.93%"
"12/16/2021","2,626.00","2,626.00","2,626.00","2,626.00","","-4.30%"
"12/15/2021","2,744.00","2,744.00","2,744.00","2,744.00","","-4.69%"
"12/14/2021","2,879.00","2,879.00","2,879.00","2,879.00","","-3.87%"
"12/13/2021","2,995.00","2,995.00","2,995.00","2,995.00","","-2.38%"
"12/10/2021","3,068.00","3,068.00","3,068.00","3,068.00","","-2.45%"
"12/09/2021","3,145.00","3,145.00","3,145.00","3,145.00","","-2.36%"
"12/08/2021","3,221.00","3,221.00","3,221.00","3,221.00","","-0.98%"
"12/07/2021","3,253.00","3,253.00","3,253.00","3,253.00","","1.28%"
"12/06/2021","3,212.00","3,212.00","3,212.00","3,212.00","","2.69%"
"12/03/2021","3,128.00","3,128.00","3,128.00","3,128.00","","3.23%"
"12/02/2021","3,030.00","3,030.00","3,030.00","3,030.00","","4.59%"
"12/01/2021","2,897.00","2,897.00","2,897.00","2,897.00","","3.06%"
"11/30/2021","2,811.00","2,811.00","2,811.00","2,811.00","","2.78%"
"11/29/2021","2,735.00","2,735.00","2,735.00","2,735.00","","4.35%"
"11/26/2021","2,621.00","2,621.00","2,621.00","2,621.00","","5.30%"
"11/25/2021","2,489.00","2,489.00","2,489.00","2,489.00","","4.67%"
"11/24/2021","2,378.00","2,378.00","2,378.00","2,378.00","","1.93%"
"11/23/2021","2,333.00","2,333.00","2,333.00","2,333.00","","1.83%"
"11/22/2021","2,291.00","2,291.00","2,291.00","2,291.00","","0.39%"
"11/19/2021","2,282.00","2,282.00","2,282.00","2,282.00","","-2.31%"
"11/18/2021","2,336.00","2,336.00","2,336.00","2,336.00","","-5.62%"
"11/17/2021","2,475.00","2,475.00","2,475.00","2,475.00","","-7.48%"
"11/16/2021","2,675.00","2,675.00","2,675.00","2,675.00","","-6.14%"
"11/15/2021","2,850.00","2,850.00","2,850.00","2,850.00","","-2.73%"
"11/12/2021","2,930.00","2,930.00","2,930.00","2,930.00","","-3.17%"
"11/11/2021","3,026.00","3,026.00","3,026.00","3,026.00","","-1.72%"
"11/10/2021","3,079.00","3,079.00","3,079.00","3,079.00","","-0.16%"
"11/09/2021","3,084.00","3,084.00","3,084.00","3,084.00","","0.69%"
"11/08/2021","3,063.00","3,063.00","3,063.00","3,063.00","","-0.26%"
"11/05/2021","3,071.00","3,071.00","3,071.00","3,071.00","","-3.00%"
"11/04/2021","3,166.00","3,166.00","3,166.00","3,166.00","","-5.63%"
"11/03/2021","3,355.00","3,355.00","3,355.00","3,355.00","","-7.93%"
"11/02/2021","3,644.00","3,644.00","3,644.00","3,644.00","","-4.48%"
"11/01/2021","3,815.00","3,815.00","3,815.00","3,815.00","","-2.08%"
"10/29/2021","3,896.00","3,896.00","3,896.00","3,896.00","","-1.74%"
"10/28/2021","3,965.00","3,965.00","3,965.00","3,965.00","","-2.89%"
"10/27/2021","4,083.00","4,083.00","4,083.00","4,083.00","","-3.50%"
"10/26/2021","4,231.00","4,231.00","4,231.00","4,231.00","","-2.24%"
"10/25/2021","4,328.00","4,328.00","4,328.00","4,328.00","","0.02%"
"10/22/2021","4,327.00","4,327.00","4,327.00","4,327.00","","0.53%"
"10/21/2021","4,304.00","4,304.00","4,304.00","4,304.00","","1.61%"
"10/20/2021","4,236.00","4,236.00","4,236.00","4,236.00","","1.68%"
"10/19/2021","4,166.00","4,166.00","4,166.00","4,166.00","","1.83%"
"10/18/2021","4,091.00","4,091.00","4,091.00","4,091.00","","0.64%"
"10/15/2021","4,065.00","4,065.00","4,065.00","4,065.00","","1.04%"
"10/14/2021","4,023.00","4,023.00","4,023.00","4,023.00","","1.64%"
"10/13/2021","3,958.00","3,958.00","3,958.00","3,958.00","","1.33%"
"10/12/2021","3,906.00","3,906.00","3,906.00","3,906.00","","0.75%"
"10/11/2021","3,877.00","3,877.00","3,877.00","3,877.00","","0.28%"
"10/08/2021","3,866.00","3,866.00","3,866.00","3,866.00","","-0.46%"
"10/07/2021","3,884.00","3,884.00","3,884.00","3,884.00","","-0.49%"
"10/06/2021","3,903.00","3,903.00","3,903.00","3,903.00","","-0.38%"
"10/05/2021","3,918.00","3,918.00","3,918.00","3,918.00","","-1.09%"
"10/04/2021","3,961.00","3,961.00","3,961.00","3,961.00","","-0.78%"
"10/01/2021","3,992.00","3,992.00","3,992.00","3,992.00","","-0.52%"
"09/30/2021","4,013.00","4,013.00","4,013.00","4,013.00","","-0.59%"
"09/29/2021","4,037.00","4,037.00","4,037.00","4,037.00","","0.17%"
"09/28/2021","4,030.00","4,030.00","4,030.00","4,030.00","","0.25%"
"09/27/2021","4,020.00","4,020.00","4,020.00","4,020.00","","0.20%"
"09/24/2021","4,012.00","4,012.00","4,012.00","4,012.00","","0.45%"
"09/23/2021","3,994.00","3,994.00","3,994.00","3,994.00","","0.83%"
"09/22/2021","3,961.00","3,961.00","3,961.00","3,961.00","","0.79%"
"09/21/2021","3,930.00","3,930.00","3,930.00","3,930.00","","0.36%"
"09/20/2021","3,916.00","3,916.00","3,916.00","3,916.00","","0.31%"
"09/17/2021","3,904.00","3,904.00","3,904.00","3,904.00","","1.35%"
"09/16/2021","3,852.00","3,852.00","3,852.00","3,852.00","","1.37%"
"09/15/2021","3,800.00","3,800.00","3,800.00","3,800.00","","1.17%"
"09/14/2021","3,756.00","3,756.00","3,756.00","3,756.00","","1.68%"
"09/13/2021","3,694.00","3,694.00","3,694.00","3,694.00","","2.75%"
"09/10/2021","3,595.00","3,595.00","3,595.00","3,595.00","","2.42%"
"09/09/2021","3,510.00","3,510.00","3,510.00","3,510.00","","1.07%"
"09/08/2021","3,473.00","3,473.00","3,473.00","3,473.00","","-0.66%"
"09/07/2021","3,496.00","3,496.00","3,496.00","3,496.00","","-1.35%"
"09/06/2021","3,544.00","3,544.00","3,544.00","3,544.00","","-1.69%"
"09/03/2021","3,605.00","3,605.00","3,605.00","3,605.00","","-1.21%"
"09/02/2021","3,649.00","3,649.00","3,649.00","3,649.00","","-1.54%"
"09/01/2021","3,706.00","3,706.00","3,706.00","3,706.00","","-1.98%"
"08/31/2021","3,781.00","3,781.00","3,781.00","3,781.00","","-2.40%"
"08/27/2021","3,874.00","3,874.00","3,874.00","3,874.00","","-0.95%"
"08/26/2021","3,911.00","3,911.00","3,911.00","3,911.00","","0.67%"
"08/25/2021","3,885.00","3,885.00","3,885.00","3,885.00","","1.01%"
"08/24/2021","3,846.00","3,846.00","3,846.00","3,846.00","","0.97%"
"08/23/2021","3,809.00","3,809.00","3,809.00","3,809.00","","0.63%"
"08/20/2021","3,785.00","3,785.00","3,785.00","3,785.00","","0.83%"
"08/19/2021","3,754.00","3,754.00","3,754.00","3,754.00","","1.27%"
"08/18/2021","3,707.00","3,707.00","3,707.00","3,707.00","","2.49%"
"08/17/2021","3,617.00","3,617.00","3,617.00","3,617.00","","0.92%"
"08/16/2021","3,584.00","3,584.00","3,584.00","3,584.00","","0.50%"
"08/13/2021","3,566.00","3,566.00","3,566.00","3,566.00","","0.45%"
"08/12/2021","3,550.00","3,550.00","3,550.00","3,550.00","","0.97%"
"08/11/2021","3,516.00","3,516.00","3,516.00","3,516.00","","1.15%"
"08/10/2021","3,476.00","3,476.00","3,476.00","3,476.00","","0.52%"
"08/09/2021","3,458.00","3,458.00","3,458.00","3,458.00","","0.26%"
"08/06/2021","3,449.00","3,449.00","3,449.00","3,449.00","","0.91%"
"08/05/2021","3,418.00","3,418.00","3,418.00","3,418.00","","1.79%"
"08/04/2021","3,358.00","3,358.00","3,358.00","3,358.00","","1.54%"
"08/03/2021","3,307.00","3,307.00","3,307.00","3,307.00","","0.52%"
"08/02/2021","3,290.00","3,290.00","3,290.00","3,290.00","","-0.42%"
"07/30/2021","3,304.00","3,304.00","3,304.00","3,304.00","","-1.14%"
"07/29/2021","3,342.00","3,342.00","3,342.00","3,342.00","","-1.82%"
"07/28/2021","3,404.00","3,404.00","3,404.00","3,404.00","","-1.82%"
"07/27/2021","3,467.00","3,467.00","3,467.00","3,467.00","","-1.31%"
"07/26/2021","3,513.00","3,513.00","3,513.00","3,513.00","","-0.43%"
"07/23/2021","3,528.00","3,528.00","3,528.00","3,528.00","","-0.90%"
"07/22/2021","3,560.00","3,560.00","3,560.00","3,560.00","","-0.48%"
"07/21/2021","3,577.00","3,577.00","3,577.00","3,577.00","","-0.64%"
"07/20/2021","3,600.00","3,600.00","3,600.00","3,600.00","","-0.63%"
"07/19/2021","3,623.00","3,623.00","3,623.00","3,623.00","","-0.33%"
"07/16/2021","3,635.00","3,635.00","3,635.00","3,635.00","","-1.97%"
"07/15/2021","3,708.00","3,708.00","3,708.00","3,708.00","","-3.64%"
"07/14/2021","3,848.00","3,848.00","3,848.00","3,848.00","","-3.07%"
"07/13/2021","3,970.00","3,970.00","3,970.00","3,970.00","","-2.46%"
"07/12/2021","4,070.00","4,070.00","4,070.00","4,070.00","","-0.76%"
"07/09/2021","4,101.00","4,101.00","4,101.00","4,101.00","","-0.65%"
"07/08/2021","4,128.00","4,128.00","4,128.00","4,128.00","","-0.53%"
"07/07/2021","4,150.00","4,150.00","4,150.00","4,150.00","","-0.24%"
"07/06/2021","4,160.00","4,160.00","4,160.00","4,160.00","","-1.91%"
"07/05/2021","4,241.00","4,241.00","4,241.00","4,241.00","","-0.66%"
"07/02/2021","4,269.00","4,269.00","4,269.00","4,269.00","","0.76%"
"07/01/2021","4,237.00","4,237.00","4,237.00","4,237.00","","2.86%"
"06/30/2021","4,119.00","4,119.00","4,119.00","4,119.00","","2.72%"
"06/29/2021","4,010.00","4,010.00","4,010.00","4,010.00","","4.78%"
"06/28/2021","3,827.00","3,827.00","3,827.00","3,827.00","","5.08%"
"06/25/2021","3,642.00","3,642.00","3,642.00","3,642.00","","3.61%"
"06/24/2021","3,515.00","3,515.00","3,515.00","3,515.00","","2.84%"
"06/23/2021","3,418.00","3,418.00","3,418.00","3,418.00","","-0.41%"
"06/22/2021","3,432.00","3,432.00","3,432.00","3,432.00","","-2.08%"
"06/21/2021","3,505.00","3,505.00","3,505.00","3,505.00","","-1.10%"
"06/18/2021","3,544.00","3,544.00","3,544.00","3,544.00","","-0.39%"
"06/17/2021","3,558.00","3,558.00","3,558.00","3,558.00","","1.11%"
"06/16/2021","3,519.00","3,519.00","3,519.00","3,519.00","","3.29%"
"06/15/2021","3,407.00","3,407.00","3,407.00","3,407.00","","1.91%"
"06/14/2021","3,343.00","3,343.00","3,343.00","3,343.00","","1.24%"
"06/11/2021","3,302.00","3,302.00","3,302.00","3,302.00","","3.06%"
"06/10/2021","3,204.00","3,204.00","3,204.00","3,204.00","","4.54%"
"06/09/2021","3,065.00","3,065.00","3,065.00","3,065.00","","2.41%"
"06/08/2021","2,993.00","2,993.00","2,993.00","2,993.00","","1.32%"
"06/07/2021","2,954.00","2,954.00","2,954.00","2,954.00","","0.72%"
"06/04/2021","2,933.00","2,933.00","2,933.00","2,933.00","","1.28%"
"06/03/2021","2,896.00","2,896.00","2,896.00","2,896.00","","1.44%"
"06/02/2021","2,855.00","2,855.00","2,855.00","2,855.00","","1.93%"
"06/01/2021","2,801.00","2,801.00","2,801.00","2,801.00","","1.49%"
"05/28/2021","2,760.00","2,760.00","2,760.00","2,760.00","","0.91%"
"05/27/2021","2,735.00","2,735.00","2,735.00","2,735.00","","-1.16%"
"05/26/2021","2,767.00","2,767.00","2,767.00","2,767.00","","-1.50%"
"05/25/2021","2,809.00","2,809.00","2,809.00","2,809.00","","-1.09%"
"05/24/2021","2,840.00","2,840.00","2,840.00","2,840.00","","-0.53%"
"05/21/2021","2,855.00","2,855.00","2,855.00","2,855.00","","-0.52%"
"05/20/2021","2,870.00","2,870.00","2,870.00","2,870.00","","0.46%"
"05/19/2021","2,857.00","2,857.00","2,857.00","2,857.00","","0.11%"
"05/18/2021","2,854.00","2,854.00","2,854.00","2,854.00","","-1.89%"
"05/17/2021","2,909.00","2,909.00","2,909.00","2,909.00","","-1.76%"
"05/14/2021","2,961.00","2,961.00","2,961.00","2,961.00","","-1.86%"
"05/13/2021","3,017.00","3,017.00","3,017.00","3,017.00","","-1.63%"
"05/12/2021","3,067.00","3,067.00","3,067.00","3,067.00","","-0.49%"
"05/11/2021","3,082.00","3,082.00","3,082.00","3,082.00","","2.26%"
"05/10/2021","3,014.00","3,014.00","3,014.00","3,014.00","","2.00%"
"05/07/2021","2,955.00","2,955.00","2,955.00","2,955.00","","1.58%"
"05/06/2021","2,909.00","2,909.00","2,909.00","2,909.00","","2.14%"
"05/05/2021","2,848.00","2,848.00","2,848.00","2,848.00","","4.55%"
"05/04/2021","2,724.00","2,724.00","2,724.00","2,724.00","","1.95%"
"04/30/2021","2,672.00","2,672.00","2,672.00","2,672.00","","1.10%"
"04/29/2021","2,643.00","2,643.00","2,643.00","2,643.00","","2.28%"
"04/28/2021","2,584.00","2,584.00","2,584.00","2,584.00","","1.33%"
"04/27/2021","2,550.00","2,550.00","2,550.00","2,550.00","","-1.39%"
"04/26/2021","2,586.00","2,586.00","2,586.00","2,586.00","","-1.67%"
"04/23/2021","2,630.00","2,630.00","2,630.00","2,630.00","","-2.08%"
"04/22/2021","2,686.00","2,686.00","2,686.00","2,686.00","","-0.15%"
"04/21/2021","2,690.00","2,690.00","2,690.00","2,690.00","","5.20%"
"04/20/2021","2,557.00","2,557.00","2,557.00","2,557.00","","4.75%"
"04/19/2021","2,441.00","2,441.00","2,441.00","2,441.00","","4.01%"
"04/16/2021","2,347.00","2,347.00","2,347.00","2,347.00","","5.06%"
"04/15/2021","2,234.00","2,234.00","2,234.00","2,234.00","","10.76%"
"04/14/2021","2,017.00","2,017.00","2,017.00","2,017.00","","6.27%"
"04/13/2021","1,898.00","1,898.00","1,898.00","1,898.00","","-1.56%"
"04/12/2021","1,928.00","1,928.00","1,928.00","1,928.00","","-3.74%"
"04/09/2021","2,003.00","2,003.00","2,003.00","2,003.00","","-7.27%"
"04/08/2021","2,160.00","2,160.00","2,160.00","2,160.00","","-8.40%"
"04/07/2021","2,358.00","2,358.00","2,358.00","2,358.00","","-3.00%"
"04/06/2021","2,431.00","2,431.00","2,431.00","2,431.00","","-2.13%"
"04/01/2021","2,484.00","2,484.00","2,484.00","2,484.00","","-3.57%"
"03/31/2021","2,576.00","2,576.00","2,576.00","2,576.00","","-5.40%"
"03/30/2021","2,723.00","2,723.00","2,723.00","2,723.00","","-3.17%"
"03/29/2021","2,812.00","2,812.00","2,812.00","2,812.00","","-0.53%"
"03/26/2021","2,827.00","2,827.00","2,827.00","2,827.00","","-0.25%"
"03/25/2021","2,834.00","2,834.00","2,834.00","2,834.00","","-0.84%"
"03/24/2021","2,858.00","2,858.00","2,858.00","2,858.00","","-4.19%"
"03/23/2021","2,983.00","2,983.00","2,983.00","2,983.00","","-2.45%"
"03/22/2021","3,058.00","3,058.00","3,058.00","3,058.00","","2.79%"
"03/19/2021","2,975.00","2,975.00","2,975.00","2,975.00","","5.42%"
"03/18/2021","2,822.00","2,822.00","2,822.00","2,822.00","","9.25%"
"03/17/2021","2,583.00","2,583.00","2,583.00","2,583.00","","8.90%"
"03/16/2021","2,372.00","2,372.00","2,372.00","2,372.00","","4.40%"
"03/15/2021","2,272.00","2,272.00","2,272.00","2,272.00","","1.34%"
"03/12/2021","2,242.00","2,242.00","2,242.00","2,242.00","","1.13%"
"03/11/2021","2,217.00","2,217.00","2,217.00","2,217.00","","-0.05%"
"03/10/2021","2,218.00","2,218.00","2,218.00","2,218.00","","-0.89%"
"03/09/2021","2,238.00","2,238.00","2,238.00","2,238.00","","-0.89%"
"03/08/2021","2,258.00","2,258.00","2,258.00","2,258.00","","0.76%"
"03/05/2021","2,241.00","2,241.00","2,241.00","2,241.00","","1.31%"
"03/04/2021","2,212.00","2,212.00","2,212.00","2,212.00","","2.36%"
"03/03/2021","2,161.00","2,161.00","2,161.00","2,161.00","","2.90%"
"03/02/2021","2,100.00","2,100.00","2,100.00","2,100.00","","0.67%"
"03/01/2021","2,086.00","2,086.00","2,086.00","2,086.00","","-2.52%"
"02/26/2021","2,140.00","2,140.00","2,140.00","2,140.00","","-3.08%"
"02/25/2021","2,208.00","2,208.00","2,208.00","2,208.00","","-2.99%"
"02/24/2021","2,276.00","2,276.00","2,276.00","2,276.00","","-1.30%"
"02/23/2021","2,306.00","2,306.00","2,306.00","2,306.00","","-0.65%"
"02/22/2021","2,321.00","2,321.00","2,321.00","2,321.00","","-0.47%"
"02/19/2021","2,332.00","2,332.00","2,332.00","2,332.00","","-5.63%"
"02/18/2021","2,471.00","2,471.00","2,471.00","2,471.00","","-1.87%"
"02/17/2021","2,518.00","2,518.00","2,518.00","2,518.00","","15.93%"
"02/16/2021","2,172.00","2,172.00","2,172.00","2,172.00","","8.76%"
"02/15/2021","1,997.00","1,997.00","1,997.00","1,997.00","","2.73%"
"02/12/2021","1,944.00","1,944.00","1,944.00","1,944.00","","3.90%"
"02/11/2021","1,871.00","1,871.00","1,871.00","1,871.00","","4.12%"
"02/10/2021","1,797.00","1,797.00","1,797.00","1,797.00","","3.28%"
"02/09/2021","1,740.00","1,740.00","1,740.00","1,740.00","","3.02%"
"02/08/2021","1,689.00","1,689.00","1,689.00","1,689.00","","1.62%"
"02/05/2021","1,662.00","1,662.00","1,662.00","1,662.00","","2.03%"
"02/04/2021","1,629.00","1,629.00","1,629.00","1,629.00","","0.37%"
"02/03/2021","1,623.00","1,623.00","1,623.00","1,623.00","","-0.06%"
"02/02/2021","1,624.00","1,624.00","1,624.00","1,624.00","","-0.37%"
"02/01/2021","1,630.00","1,630.00","1,630.00","1,630.00","","-0.18%"
"01/29/2021","1,633.00","1,633.00","1,633.00","1,633.00","","0.12%"
"01/28/2021","1,631.00","1,631.00","1,631.00","1,631.00","","-0.85%"
"01/27/2021","1,645.00","1,645.00","1,645.00","1,645.00","","-0.90%"
"01/26/2021","1,660.00","1,660.00","1,660.00","1,660.00","","-0.30%"
"01/25/2021","1,665.00","1,665.00","1,665.00","1,665.00","","0.36%"
"01/22/2021","1,659.00","1,659.00","1,659.00","1,659.00","","1.22%"
"01/21/2021","1,639.00","1,639.00","1,639.00","1,639.00","","1.36%"
"01/20/2021","1,617.00","1,617.00","1,617.00","1,617.00","","0.31%"
"01/19/2021","1,612.00","1,612.00","1,612.00","1,612.00","","-0.37%"
"01/18/2021","1,618.00","1,618.00","1,618.00","1,618.00","","0.12%"
"01/15/2021","1,616.00","1,616.00","1,616.00","1,616.00","","-0.12%"
"01/14/2021","1,618.00","1,618.00","1,618.00","1,618.00","","-1.64%"
"01/13/2021","1,645.00","1,645.00","1,645.00","1,645.00","","0.00%"
"01/12/2021","1,645.00","1,645.00","1,645.00","1,645.00","","1.54%"
"01/11/2021","1,620.00","1,620.00","1,620.00","1,620.00","","3.91%"
"01/08/2021","1,559.00","1,559.00","1,559.00","1,559.00","","3.66%"
"01/07/2021","1,504.00","1,504.00","1,504.00","1,504.00","","2.80%"
"01/06/2021","1,463.00","1,463.00","1,463.00","1,463.00","","2.88%"
"01/05/2021","1,422.00","1,422.00","1,422.00","1,422.00","","4.25%"
"01/04/2021","1,364.00","1,364.00","1,364.00","1,364.00","","2.94%"
"12/24/2020","1,325.00","1,325.00","1,325.00","1,325.00","","-0.60%"
"12/23/2020","1,333.00","1,333.00","1,333.00","1,333.00","","-1.41%"
"12/22/2020","1,352.00","1,352.00","1,352.00","1,352.00","","-1.82%"
"12/21/2020","1,377.00","1,377.00","1,377.00","1,377.00","","-1.78%"
"12/18/2020","1,402.00","1,402.00","1,402.00","1,402.00","","-2.16%"
"12/17/2020","1,433.00","1,433.00","1,433.00","1,433.00","","-2.25%"
"12/16/2020","1,466.00","1,466.00","1,466.00","1,466.00","","-1.68%"
"12/15/2020","1,491.00","1,491.00","1,491.00","1,491.00","","0.40%"
"12/14/2020","1,485.00","1,485.00","1,485.00","1,485.00","","1.37%"
"12/11/2020","1,465.00","1,465.00","1,465.00","1,465.00","","2.66%"
"12/10/2020","1,427.00","1,427.00","1,427.00","1,427.00","","2.81%"
"12/09/2020","1,388.00","1,388.00","1,388.00","1,388.00","","3.27%"
"12/08/2020","1,344.00","1,344.00","1,344.00","1,344.00","","1.43%"
"12/07/2020","1,325.00","1,325.00","1,325.00","1,325.00","","-0.45%"
