"Date","Price","Open","High","Low","Vol.","Change %"
"12/17/2018","1,490.00","1,490.00","1,490.00","1,490.00","","0.81%"
"12/14/2018","1,478.00","1,478.00","1,478.00","1,478.00","","1.30%"
"12/13/2018","1,459.00","1,459.00","1,459.00","1,459.00","","0.97%"
"12/12/2018","1,445.00","1,445.00","1,445.00","1,445.00","","-0.62%"
"12/11/2018","1,454.00","1,454.00","1,454.00","1,454.00","","-0.68%"
"12/10/2018","1,464.00","1,464.00","1,464.00","1,464.00","","-0.34%"
"12/07/2018","1,469.00","1,469.00","1,469.00","1,469.00","","-0.27%"
"12/06/2018","1,473.00","1,473.00","1,473.00","1,473.00","","0.07%"
"12/05/2018","1,472.00","1,472.00","1,472.00","1,472.00","","-0.14%"
"12/04/2018","1,474.00","1,474.00","1,474.00","1,474.00","","0.34%"
"12/03/2018","1,469.00","1,469.00","1,469.00","1,469.00","","0.41%"
"11/30/2018","1,463.00","1,463.00","1,463.00","1,463.00","","0.55%"
"11/29/2018","1,455.00","1,455.00","1,455.00","1,455.00","","0.76%"
"11/28/2018","1,444.00","1,444.00","1,444.00","1,444.00","","1.98%"
"11/27/2018","1,416.00","1,416.00","1,416.00","1,416.00","","1.94%"
"11/26/2018","1,389.00","1,389.00","1,389.00","1,389.00","","0.94%"
"11/23/2018","1,376.00","1,376.00","1,376.00","1,376.00","","-0.15%"
"11/22/2018","1,378.00","1,378.00","1,378.00","1,378.00","","-1.08%"
"11/21/2018","1,393.00","1,393.00","1,393.00","1,393.00","","-1.62%"
"11/20/2018","1,416.00","1,416.00","1,416.00","1,416.00","","-1.46%"
"11/19/2018","1,437.00","1,437.00","1,437.00","1,437.00","","-1.10%"
"11/16/2018","1,453.00","1,453.00","1,453.00","1,453.00","","-0.89%"
"11/15/2018","1,466.00","1,466.00","1,466.00","1,466.00","","-1.21%"
"11/14/2018","1,484.00","1,484.00","1,484.00","1,484.00","","-0.93%"
"11/13/2018","1,498.00","1,498.00","1,498.00","1,498.00","","0.13%"
"11/12/2018","1,496.00","1,496.00","1,496.00","1,496.00","","0.07%"
"11/09/2018","1,495.00","1,495.00","1,495.00","1,495.00","","-0.07%"
"11/08/2018","1,496.00","1,496.00","1,496.00","1,496.00","","-0.99%"
"11/07/2018","1,511.00","1,511.00","1,511.00","1,511.00","","-1.11%"
"11/06/2018","1,528.00","1,528.00","1,528.00","1,528.00","","-0.20%"
"11/05/2018","1,531.00","1,531.00","1,531.00","1,531.00","","0.07%"
"11/02/2018","1,530.00","1,530.00","1,530.00","1,530.00","","0.26%"
"11/01/2018","1,526.00","1,526.00","1,526.00","1,526.00","","0.13%"
"10/31/2018","1,524.00","1,524.00","1,524.00","1,524.00","","-0.39%"
"10/30/2018","1,530.00","1,530.00","1,530.00","1,530.00","","-1.67%"
"10/29/2018","1,556.00","1,556.00","1,556.00","1,556.00","","-1.71%"
"10/26/2018","1,583.00","1,583.00","1,583.00","1,583.00","","-2.40%"
"10/25/2018","1,622.00","1,622.00","1,622.00","1,622.00","","-2.82%"
"10/24/2018","1,669.00","1,669.00","1,669.00","1,669.00","","-2.68%"
"10/23/2018","1,715.00","1,715.00","1,715.00","1,715.00","","-2.33%"
"10/22/2018","1,756.00","1,756.00","1,756.00","1,756.00","","-1.07%"
"10/19/2018","1,775.00","1,775.00","1,775.00","1,775.00","","-0.78%"
"10/18/2018","1,789.00","1,789.00","1,789.00","1,789.00","","-0.39%"
"10/17/2018","1,796.00","1,796.00","1,796.00","1,796.00","","0.17%"
"10/16/2018","1,793.00","1,793.00","1,793.00","1,793.00","","0.79%"
"10/15/2018","1,779.00","1,779.00","1,779.00","1,779.00","","0.23%"
"10/12/2018","1,775.00","1,775.00","1,775.00","1,775.00","","0.68%"
"10/11/2018","1,763.00","1,763.00","1,763.00","1,763.00","","0.80%"
"10/10/2018","1,749.00","1,749.00","1,749.00","1,749.00","","0.11%"
"10/09/2018","1,747.00","1,747.00","1,747.00","1,747.00","","-0.11%"
"10/08/2018","1,749.00","1,749.00","1,749.00","1,749.00","","1.27%"
"10/05/2018","1,727.00","1,727.00","1,727.00","1,727.00","","1.23%"
"10/04/2018","1,706.00","1,706.00","1,706.00","1,706.00","","1.61%"
"10/03/2018","1,679.00","1,679.00","1,679.00","1,679.00","","0.06%"
"10/02/2018","1,678.00","1,678.00","1,678.00","1,678.00","","-0.83%"
"10/01/2018","1,692.00","1,692.00","1,692.00","1,692.00","","-0.18%"
"09/28/2018","1,695.00","1,695.00","1,695.00","1,695.00","","0.36%"
"09/27/2018","1,689.00","1,689.00","1,689.00","1,689.00","","0.72%"
"09/26/2018","1,677.00","1,677.00","1,677.00","1,677.00","","2.32%"
"09/25/2018","1,639.00","1,639.00","1,639.00","1,639.00","","1.86%"
"09/24/2018","1,609.00","1,609.00","1,609.00","1,609.00","","1.45%"
"09/21/2018","1,586.00","1,586.00","1,586.00","1,586.00","","1.86%"
"09/20/2018","1,557.00","1,557.00","1,557.00","1,557.00","","1.76%"
"09/19/2018","1,530.00","1,530.00","1,530.00","1,530.00","","0.33%"
"09/18/2018","1,525.00","1,525.00","1,525.00","1,525.00","","0.46%"
"09/17/2018","1,518.00","1,518.00","1,518.00","1,518.00","","-0.33%"
"09/14/2018","1,523.00","1,523.00","1,523.00","1,523.00","","-0.72%"
"09/13/2018","1,534.00","1,534.00","1,534.00","1,534.00","","-1.03%"
"09/12/2018","1,550.00","1,550.00","1,550.00","1,550.00","","-0.39%"
"09/11/2018","1,556.00","1,556.00","1,556.00","1,556.00","","0.78%"
"09/10/2018","1,544.00","1,544.00","1,544.00","1,544.00","","1.05%"
"09/07/2018","1,528.00","1,528.00","1,528.00","1,528.00","","0.79%"
"09/06/2018","1,516.00","1,516.00","1,516.00","1,516.00","","0.80%"
"09/05/2018","1,504.00","1,504.00","1,504.00","1,504.00","","-0.86%"
"09/04/2018","1,517.00","1,517.00","1,517.00","1,517.00","","-1.49%"
"09/03/2018","1,540.00","1,540.00","1,540.00","1,540.00","","-1.97%"
"08/31/2018","1,571.00","1,571.00","1,571.00","1,571.00","","-2.30%"
"08/30/2018","1,608.00","1,608.00","1,608.00","1,608.00","","-1.89%"
"08/29/2018","1,639.00","1,639.00","1,639.00","1,639.00","","-0.24%"
"08/28/2018","1,643.00","1,643.00","1,643.00","1,643.00","","0.80%"
"08/24/2018","1,630.00","1,630.00","1,630.00","1,630.00","","1.43%"
"08/23/2018","1,607.00","1,607.00","1,607.00","1,607.00","","3.01%"
"08/22/2018","1,560.00","1,560.00","1,560.00","1,560.00","","1.96%"
"08/21/2018","1,530.00","1,530.00","1,530.00","1,530.00","","1.59%"
"08/20/2018","1,506.00","1,506.00","1,506.00","1,506.00","","1.41%"
"08/17/2018","1,485.00","1,485.00","1,485.00","1,485.00","","2.63%"
"08/16/2018","1,447.00","1,447.00","1,447.00","1,447.00","","3.14%"
"08/15/2018","1,403.00","1,403.00","1,403.00","1,403.00","","3.01%"
"08/14/2018","1,362.00","1,362.00","1,362.00","1,362.00","","1.72%"
"08/13/2018","1,339.00","1,339.00","1,339.00","1,339.00","","0.00%"
"08/10/2018","1,339.00","1,339.00","1,339.00","1,339.00","","-0.74%"
"08/09/2018","1,349.00","1,349.00","1,349.00","1,349.00","","-1.17%"
"08/08/2018","1,365.00","1,365.00","1,365.00","1,365.00","","-1.52%"
"08/07/2018","1,386.00","1,386.00","1,386.00","1,386.00","","-2.39%"
"08/06/2018","1,420.00","1,420.00","1,420.00","1,420.00","","-1.87%"
"08/03/2018","1,447.00","1,447.00","1,447.00","1,447.00","","-2.95%"
"08/02/2018","1,491.00","1,491.00","1,491.00","1,491.00","","-3.12%"
"08/01/2018","1,539.00","1,539.00","1,539.00","1,539.00","","-1.97%"
"07/31/2018","1,570.00","1,570.00","1,570.00","1,570.00","","-1.07%"
"07/30/2018","1,587.00","1,587.00","1,587.00","1,587.00","","-0.06%"
"07/27/2018","1,588.00","1,588.00","1,588.00","1,588.00","","0.32%"
"07/26/2018","1,583.00","1,583.00","1,583.00","1,583.00","","-0.31%"
"07/25/2018","1,588.00","1,588.00","1,588.00","1,588.00","","0.44%"
"07/24/2018","1,581.00","1,581.00","1,581.00","1,581.00","","0.96%"
"07/23/2018","1,566.00","1,566.00","1,566.00","1,566.00","","0.58%"
"07/20/2018","1,557.00","1,557.00","1,557.00","1,557.00","","1.24%"
"07/19/2018","1,538.00","1,538.00","1,538.00","1,538.00","","0.59%"
"07/18/2018","1,529.00","1,529.00","1,529.00","1,529.00","","-0.07%"
"07/17/2018","1,530.00","1,530.00","1,530.00","1,530.00","","0.07%"
"07/16/2018","1,529.00","1,529.00","1,529.00","1,529.00","","0.13%"
"07/13/2018","1,527.00","1,527.00","1,527.00","1,527.00","","0.66%"
"07/12/2018","1,517.00","1,517.00","1,517.00","1,517.00","","1.27%"
"07/11/2018","1,498.00","1,498.00","1,498.00","1,498.00","","4.68%"
"07/10/2018","1,431.00","1,431.00","1,431.00","1,431.00","","4.68%"
"07/09/2018","1,367.00","1,367.00","1,367.00","1,367.00","","1.48%"
"07/06/2018","1,347.00","1,347.00","1,347.00","1,347.00","","0.60%"
"07/05/2018","1,339.00","1,339.00","1,339.00","1,339.00","","0.37%"
"07/04/2018","1,334.00","1,334.00","1,334.00","1,334.00","","-0.15%"
"07/03/2018","1,336.00","1,336.00","1,336.00","1,336.00","","-0.15%"
"07/02/2018","1,338.00","1,338.00","1,338.00","1,338.00","","0.15%"
"06/29/2018","1,336.00","1,336.00","1,336.00","1,336.00","","0.38%"
"06/28/2018","1,331.00","1,331.00","1,331.00","1,331.00","","0.53%"
"06/27/2018","1,324.00","1,324.00","1,324.00","1,324.00","","0.23%"
"06/26/2018","1,321.00","1,321.00","1,321.00","1,321.00","","-1.34%"
"06/25/2018","1,339.00","1,339.00","1,339.00","1,339.00","","-1.18%"
"06/22/2018","1,355.00","1,355.00","1,355.00","1,355.00","","-1.95%"
"06/21/2018","1,382.00","1,382.00","1,382.00","1,382.00","","-2.61%"
"06/20/2018","1,419.00","1,419.00","1,419.00","1,419.00","","-2.67%"
"06/19/2018","1,458.00","1,458.00","1,458.00","1,458.00","","-1.62%"
"06/18/2018","1,482.00","1,482.00","1,482.00","1,482.00","","-0.87%"
"06/15/2018","1,495.00","1,495.00","1,495.00","1,495.00","","-0.20%"
"06/14/2018","1,498.00","1,498.00","1,498.00","1,498.00","","0.67%"
"06/13/2018","1,488.00","1,488.00","1,488.00","1,488.00","","0.95%"
"06/12/2018","1,474.00","1,474.00","1,474.00","1,474.00","","1.59%"
"06/11/2018","1,451.00","1,451.00","1,451.00","1,451.00","","2.33%"
"06/08/2018","1,418.00","1,418.00","1,418.00","1,418.00","","5.51%"
"06/07/2018","1,344.00","1,344.00","1,344.00","1,344.00","","4.19%"
"06/06/2018","1,290.00","1,290.00","1,290.00","1,290.00","","3.20%"
"06/05/2018","1,250.00","1,250.00","1,250.00","1,250.00","","2.71%"
"06/04/2018","1,217.00","1,217.00","1,217.00","1,217.00","","2.10%"
"06/01/2018","1,192.00","1,192.00","1,192.00","1,192.00","","2.76%"
"05/31/2018","1,160.00","1,160.00","1,160.00","1,160.00","","0.96%"
"05/30/2018","1,149.00","1,149.00","1,149.00","1,149.00","","-1.20%"
"05/29/2018","1,163.00","1,163.00","1,163.00","1,163.00","","-2.02%"
"05/25/2018","1,187.00","1,187.00","1,187.00","1,187.00","","-1.25%"
"05/24/2018","1,202.00","1,202.00","1,202.00","1,202.00","","-1.64%"
"05/23/2018","1,222.00","1,222.00","1,222.00","1,222.00","","-1.37%"
"05/22/2018","1,239.00","1,239.00","1,239.00","1,239.00","","-0.32%"
"05/21/2018","1,243.00","1,243.00","1,243.00","1,243.00","","0.16%"
"05/18/2018","1,241.00","1,241.00","1,241.00","1,241.00","","0.16%"
"05/17/2018","1,239.00","1,239.00","1,239.00","1,239.00","","0.16%"
"05/16/2018","1,237.00","1,237.00","1,237.00","1,237.00","","0.00%"
"05/15/2018","1,237.00","1,237.00","1,237.00","1,237.00","","-0.24%"
"05/14/2018","1,240.00","1,240.00","1,240.00","1,240.00","","-0.40%"
"05/11/2018","1,245.00","1,245.00","1,245.00","1,245.00","","-0.08%"
"05/10/2018","1,246.00","1,246.00","1,246.00","1,246.00","","-0.56%"
"05/09/2018","1,253.00","1,253.00","1,253.00","1,253.00","","-0.32%"
"05/08/2018","1,257.00","1,257.00","1,257.00","1,257.00","","-0.63%"
"05/04/2018","1,265.00","1,265.00","1,265.00","1,265.00","","-0.08%"
"05/03/2018","1,266.00","1,266.00","1,266.00","1,266.00","","-0.39%"
"05/02/2018","1,271.00","1,271.00","1,271.00","1,271.00","","0.00%"
"05/01/2018","1,271.00","1,271.00","1,271.00","1,271.00","","-0.39%"
"04/30/2018","1,276.00","1,276.00","1,276.00","1,276.00","","0.08%"
"04/27/2018","1,275.00","1,275.00","1,275.00","1,275.00","","0.24%"
"04/26/2018","1,272.00","1,272.00","1,272.00","1,272.00","","0.63%"
"04/25/2018","1,264.00","1,264.00","1,264.00","1,264.00","","-0.39%"
"04/24/2018","1,269.00","1,269.00","1,269.00","1,269.00","","-0.94%"
"04/23/2018","1,281.00","1,281.00","1,281.00","1,281.00","","-0.62%"
"04/20/2018","1,289.00","1,289.00","1,289.00","1,289.00","","-1.30%"
"04/19/2018","1,306.00","1,306.00","1,306.00","1,306.00","","-1.73%"
"04/18/2018","1,329.00","1,329.00","1,329.00","1,329.00","","-1.77%"
"04/17/2018","1,353.00","1,353.00","1,353.00","1,353.00","","-0.44%"
"04/16/2018","1,359.00","1,359.00","1,359.00","1,359.00","","0.59%"
"04/13/2018","1,351.00","1,351.00","1,351.00","1,351.00","","1.20%"
"04/12/2018","1,335.00","1,335.00","1,335.00","1,335.00","","0.75%"
"04/11/2018","1,325.00","1,325.00","1,325.00","1,325.00","","0.45%"
"04/10/2018","1,319.00","1,319.00","1,319.00","1,319.00","","0.30%"
"04/09/2018","1,315.00","1,315.00","1,315.00","1,315.00","","-0.15%"
"04/06/2018","1,317.00","1,317.00","1,317.00","1,317.00","","-1.94%"
"04/05/2018","1,343.00","1,343.00","1,343.00","1,343.00","","-3.87%"
"04/04/2018","1,397.00","1,397.00","1,397.00","1,397.00","","-3.99%"
"04/03/2018","1,455.00","1,455.00","1,455.00","1,455.00","","-2.68%"
"03/29/2018","1,495.00","1,495.00","1,495.00","1,495.00","","-1.64%"
"03/28/2018","1,520.00","1,520.00","1,520.00","1,520.00","","-2.06%"
"03/27/2018","1,552.00","1,552.00","1,552.00","1,552.00","","-1.46%"
"03/26/2018","1,575.00","1,575.00","1,575.00","1,575.00","","-0.76%"
"03/23/2018","1,587.00","1,587.00","1,587.00","1,587.00","","-0.38%"
"03/22/2018","1,593.00","1,593.00","1,593.00","1,593.00","","-0.81%"
"03/21/2018","1,606.00","1,606.00","1,606.00","1,606.00","","-0.56%"
"03/20/2018","1,615.00","1,615.00","1,615.00","1,615.00","","-0.37%"
"03/19/2018","1,621.00","1,621.00","1,621.00","1,621.00","","0.19%"
"03/16/2018","1,618.00","1,618.00","1,618.00","1,618.00","","-0.06%"
"03/15/2018","1,619.00","1,619.00","1,619.00","1,619.00","","-0.25%"
"03/14/2018","1,623.00","1,623.00","1,623.00","1,623.00","","0.00%"
"03/13/2018","1,623.00","1,623.00","1,623.00","1,623.00","","-0.06%"
"03/12/2018","1,624.00","1,624.00","1,624.00","1,624.00","","0.56%"
"03/09/2018","1,615.00","1,615.00","1,615.00","1,615.00","","1.57%"
"03/08/2018","1,590.00","1,590.00","1,590.00","1,590.00","","2.38%"
"03/07/2018","1,553.00","1,553.00","1,553.00","1,553.00","","1.64%"
"03/06/2018","1,528.00","1,528.00","1,528.00","1,528.00","","1.73%"
"03/05/2018","1,502.00","1,502.00","1,502.00","1,502.00","","0.13%"
"03/02/2018","1,500.00","1,500.00","1,500.00","1,500.00","","-0.33%"
"03/01/2018","1,505.00","1,505.00","1,505.00","1,505.00","","-0.53%"
"02/28/2018","1,513.00","1,513.00","1,513.00","1,513.00","","0.00%"
"02/27/2018","1,513.00","1,513.00","1,513.00","1,513.00","","0.60%"
"02/26/2018","1,504.00","1,504.00","1,504.00","1,504.00","","1.55%"
"02/23/2018","1,481.00","1,481.00","1,481.00","1,481.00","","2.99%"
"02/22/2018","1,438.00","1,438.00","1,438.00","1,438.00","","3.60%"
"02/21/2018","1,388.00","1,388.00","1,388.00","1,388.00","","4.13%"
"02/20/2018","1,333.00","1,333.00","1,333.00","1,333.00","","3.01%"
"02/19/2018","1,294.00","1,294.00","1,294.00","1,294.00","","1.65%"
"02/16/2018","1,273.00","1,273.00","1,273.00","1,273.00","","1.76%"
"02/15/2018","1,251.00","1,251.00","1,251.00","1,251.00","","1.62%"
"02/14/2018","1,231.00","1,231.00","1,231.00","1,231.00","","0.24%"
"02/13/2018","1,228.00","1,228.00","1,228.00","1,228.00","","-0.73%"
"02/12/2018","1,237.00","1,237.00","1,237.00","1,237.00","","-1.04%"
"02/09/2018","1,250.00","1,250.00","1,250.00","1,250.00","","-1.03%"
"02/08/2018","1,263.00","1,263.00","1,263.00","1,263.00","","-2.32%"
"02/07/2018","1,293.00","1,293.00","1,293.00","1,293.00","","-1.75%"
"02/06/2018","1,316.00","1,316.00","1,316.00","1,316.00","","-1.72%"
"02/05/2018","1,339.00","1,339.00","1,339.00","1,339.00","","-1.47%"
"02/02/2018","1,359.00","1,359.00","1,359.00","1,359.00","","-1.38%"
"02/01/2018","1,378.00","1,378.00","1,378.00","1,378.00","","-2.34%"
"01/31/2018","1,411.00","1,411.00","1,411.00","1,411.00","","-2.69%"
"01/30/2018","1,450.00","1,450.00","1,450.00","1,450.00","","-2.36%"
"01/29/2018","1,485.00","1,485.00","1,485.00","1,485.00","","-0.47%"
"01/26/2018","1,492.00","1,492.00","1,492.00","1,492.00","","0.74%"
"01/25/2018","1,481.00","1,481.00","1,481.00","1,481.00","","1.72%"
"01/24/2018","1,456.00","1,456.00","1,456.00","1,456.00","","3.70%"
"01/23/2018","1,404.00","1,404.00","1,404.00","1,404.00","","3.08%"
"01/22/2018","1,362.00","1,362.00","1,362.00","1,362.00","","2.18%"
"01/19/2018","1,333.00","1,333.00","1,333.00","1,333.00","","1.68%"
"01/18/2018","1,311.00","1,311.00","1,311.00","1,311.00","","-0.46%"
"01/17/2018","1,317.00","1,317.00","1,317.00","1,317.00","","-0.90%"
"01/16/2018","1,329.00","1,329.00","1,329.00","1,329.00","","-0.82%"
"01/15/2018","1,340.00","1,340.00","1,340.00","1,340.00","","-0.59%"
"01/12/2018","1,348.00","1,348.00","1,348.00","1,348.00","","-1.68%"
"01/11/2018","1,371.00","1,371.00","1,371.00","1,371.00","","-2.35%"
"01/10/2018","1,404.00","1,404.00","1,404.00","1,404.00","","-1.68%"
"01/09/2018","1,428.00","1,428.00","1,428.00","1,428.00","","0.28%"
"01/08/2018","1,424.00","1,424.00","1,424.00","1,424.00","","1.71%"
"01/05/2018","1,400.00","1,400.00","1,400.00","1,400.00","","2.56%"
"01/04/2018","1,365.00","1,365.00","1,365.00","1,365.00","","2.48%"
"01/03/2018","1,332.00","1,332.00","1,332.00","1,332.00","","-0.60%"
"01/02/2018","1,340.00","1,340.00","1,340.00","1,340.00","","-3.94%"
"12/22/2017","1,395.00","1,395.00","1,395.00","1,395.00","","-3.46%"
"12/21/2017","1,445.00","1,445.00","1,445.00","1,445.00","","-6.53%"
"12/20/2017","1,546.00","1,546.00","1,546.00","1,546.00","","-2.95%"
"12/19/2017","1,593.00","1,593.00","1,593.00","1,593.00","","-3.04%"
"12/18/2017","1,643.00","1,643.00","1,643.00","1,643.00","","-2.03%"
"12/15/2017","1,677.00","1,677.00","1,677.00","1,677.00","","-2.16%"
"12/14/2017","1,714.00","1,714.00","1,714.00","1,714.00","","-0.23%"
"12/13/2017","1,718.00","1,718.00","1,718.00","1,718.00","","2.75%"
"12/12/2017","1,672.00","1,672.00","1,672.00","1,672.00","","2.96%"
"12/11/2017","1,624.00","1,624.00","1,624.00","1,624.00","","2.27%"
"12/08/2017","1,588.00","1,588.00","1,588.00","1,588.00","","1.53%"
"12/07/2017","1,564.00","1,564.00","1,564.00","1,564.00","","0.06%"
"12/06/2017","1,563.00","1,563.00","1,563.00","1,563.00","","-0.51%"
"12/05/2017","1,571.00","1,571.00","1,571.00","1,571.00","","0.77%"
"12/04/2017","1,559.00","1,559.00","1,559.00","1,559.00","","4.35%"
"12/01/2017","1,494.00","1,494.00","1,494.00","1,494.00","","4.26%"
"11/30/2017","1,433.00","1,433.00","1,433.00","1,433.00","","4.75%"
"11/29/2017","1,368.00","1,368.00","1,368.00","1,368.00","","3.64%"
"11/28/2017","1,320.00","1,320.00","1,320.00","1,320.00","","1.62%"
"11/27/2017","1,299.00","1,299.00","1,299.00","1,299.00","","0.31%"
"11/24/2017","1,295.00","1,295.00","1,295.00","1,295.00","","0.86%"
"11/23/2017","1,284.00","1,284.00","1,284.00","1,284.00","","0.23%"
"11/22/2017","1,281.00","1,281.00","1,281.00","1,281.00","","0.47%"
"11/21/2017","1,275.00","1,275.00","1,275.00","1,275.00","","-0.39%"
"11/20/2017","1,280.00","1,280.00","1,280.00","1,280.00","","-0.39%"
"11/17/2017","1,285.00","1,285.00","1,285.00","1,285.00","","-1.00%"
"11/16/2017","1,298.00","1,298.00","1,298.00","1,298.00","","-1.67%"
"11/15/2017","1,320.00","1,320.00","1,320.00","1,320.00","","-1.93%"
"11/14/2017","1,346.00","1,346.00","1,346.00","1,346.00","","-2.96%"
"11/13/2017","1,387.00","1,387.00","1,387.00","1,387.00","","-2.19%"
"11/10/2017","1,418.00","1,418.00","1,418.00","1,418.00","","-3.41%"
"11/09/2017","1,468.00","1,468.00","1,468.00","1,468.00","","-3.10%"
"11/08/2017","1,515.00","1,515.00","1,515.00","1,515.00","","-2.76%"
"11/07/2017","1,558.00","1,558.00","1,558.00","1,558.00","","-0.57%"
"11/06/2017","1,567.00","1,567.00","1,567.00","1,567.00","","0.32%"
"11/03/2017","1,562.00","1,562.00","1,562.00","1,562.00","","1.49%"
"11/02/2017","1,539.00","1,539.00","1,539.00","1,539.00","","2.40%"
"11/01/2017","1,503.00","1,503.00","1,503.00","1,503.00","","0.74%"
"10/31/2017","1,492.00","1,492.00","1,492.00","1,492.00","","-0.40%"
"10/30/2017","1,498.00","1,498.00","1,498.00","1,498.00","","-1.25%"
"10/27/2017","1,517.00","1,517.00","1,517.00","1,517.00","","-2.32%"
"10/26/2017","1,553.00","1,553.00","1,553.00","1,553.00","","-2.45%"
"10/25/2017","1,592.00","1,592.00","1,592.00","1,592.00","","-2.09%"
"10/24/2017","1,626.00","1,626.00","1,626.00","1,626.00","","-0.97%"
"10/23/2017","1,642.00","1,642.00","1,642.00","1,642.00","","-0.06%"
"10/20/2017","1,643.00","1,643.00","1,643.00","1,643.00","","-0.30%"
"10/19/2017","1,648.00","1,648.00","1,648.00","1,648.00","","0.12%"
"10/18/2017","1,646.00","1,646.00","1,646.00","1,646.00","","-0.30%"
"10/17/2017","1,651.00","1,651.00","1,651.00","1,651.00","","0.86%"
"10/16/2017","1,637.00","1,637.00","1,637.00","1,637.00","","1.93%"
"10/13/2017","1,606.00","1,606.00","1,606.00","1,606.00","","3.21%"
"10/12/2017","1,556.00","1,556.00","1,556.00","1,556.00","","3.46%"
"10/11/2017","1,504.00","1,504.00","1,504.00","1,504.00","","2.66%"
"10/10/2017","1,465.00","1,465.00","1,465.00","1,465.00","","1.88%"
"10/09/2017","1,438.00","1,438.00","1,438.00","1,438.00","","2.28%"
"10/06/2017","1,406.00","1,406.00","1,406.00","1,406.00","","4.54%"
"10/05/2017","1,345.00","1,345.00","1,345.00","1,345.00","","5.41%"
"10/04/2017","1,276.00","1,276.00","1,276.00","1,276.00","","2.33%"
"10/03/2017","1,247.00","1,247.00","1,247.00","1,247.00","","-1.66%"
"10/02/2017","1,268.00","1,268.00","1,268.00","1,268.00","","-3.06%"
"09/29/2017","1,308.00","1,308.00","1,308.00","1,308.00","","-3.25%"
"09/28/2017","1,352.00","1,352.00","1,352.00","1,352.00","","-3.84%"
"09/27/2017","1,406.00","1,406.00","1,406.00","1,406.00","","-2.77%"
"09/26/2017","1,446.00","1,446.00","1,446.00","1,446.00","","-1.90%"
"09/25/2017","1,474.00","1,474.00","1,474.00","1,474.00","","-1.27%"
"09/22/2017","1,493.00","1,493.00","1,493.00","1,493.00","","-1.39%"
"09/21/2017","1,514.00","1,514.00","1,514.00","1,514.00","","-1.11%"
"09/20/2017","1,531.00","1,531.00","1,531.00","1,531.00","","-0.33%"
"09/19/2017","1,536.00","1,536.00","1,536.00","1,536.00","","0.46%"
"09/18/2017","1,529.00","1,529.00","1,529.00","1,529.00","","0.53%"
"09/15/2017","1,521.00","1,521.00","1,521.00","1,521.00","","1.47%"
"09/14/2017","1,499.00","1,499.00","1,499.00","1,499.00","","2.39%"
"09/13/2017","1,464.00","1,464.00","1,464.00","1,464.00","","2.45%"
"09/12/2017","1,429.00","1,429.00","1,429.00","1,429.00","","2.51%"
"09/11/2017","1,394.00","1,394.00","1,394.00","1,394.00","","1.38%"
"09/08/2017","1,375.00","1,375.00","1,375.00","1,375.00","","1.78%"
"09/07/2017","1,351.00","1,351.00","1,351.00","1,351.00","","2.82%"
"09/06/2017","1,314.00","1,314.00","1,314.00","1,314.00","","3.06%"
"09/05/2017","1,275.00","1,275.00","1,275.00","1,275.00","","3.91%"
"09/04/2017","1,227.00","1,227.00","1,227.00","1,227.00","","2.42%"
"09/01/2017","1,198.00","1,198.00","1,198.00","1,198.00","","0.76%"
"08/31/2017","1,189.00","1,189.00","1,189.00","1,189.00","","-0.50%"
"08/30/2017","1,195.00","1,195.00","1,195.00","1,195.00","","-1.65%"
"08/29/2017","1,215.00","1,215.00","1,215.00","1,215.00","","-1.62%"
"08/25/2017","1,235.00","1,235.00","1,235.00","1,235.00","","-1.91%"
"08/24/2017","1,259.00","1,259.00","1,259.00","1,259.00","","-3.97%"
"08/23/2017","1,311.00","1,311.00","1,311.00","1,311.00","","-2.53%"
"08/22/2017","1,345.00","1,345.00","1,345.00","1,345.00","","-0.30%"
"08/21/2017","1,349.00","1,349.00","1,349.00","1,349.00","","0.30%"
"08/18/2017","1,345.00","1,345.00","1,345.00","1,345.00","","0.67%"
"08/17/2017","1,336.00","1,336.00","1,336.00","1,336.00","","1.98%"
"08/16/2017","1,310.00","1,310.00","1,310.00","1,310.00","","1.63%"
"08/15/2017","1,289.00","1,289.00","1,289.00","1,289.00","","1.34%"
"08/14/2017","1,272.00","1,272.00","1,272.00","1,272.00","","1.27%"
"08/11/2017","1,256.00","1,256.00","1,256.00","1,256.00","","2.28%"
"08/10/2017","1,228.00","1,228.00","1,228.00","1,228.00","","3.02%"
"08/09/2017","1,192.00","1,192.00","1,192.00","1,192.00","","1.88%"
"08/08/2017","1,170.00","1,170.00","1,170.00","1,170.00","","1.04%"
"08/07/2017","1,158.00","1,158.00","1,158.00","1,158.00","","0.43%"
"08/04/2017","1,153.00","1,153.00","1,153.00","1,153.00","","0.87%"
"08/03/2017","1,143.00","1,143.00","1,143.00","1,143.00","","2.24%"
"08/02/2017","1,118.00","1,118.00","1,118.00","1,118.00","","1.82%"
"08/01/2017","1,098.00","1,098.00","1,098.00","1,098.00","","0.27%"
"07/31/2017","1,095.00","1,095.00","1,095.00","1,095.00","","-1.26%"
"07/28/2017","1,109.00","1,109.00","1,109.00","1,109.00","","-3.23%"
"07/27/2017","1,146.00","1,146.00","1,146.00","1,146.00","","-3.86%"
"07/26/2017","1,192.00","1,192.00","1,192.00","1,192.00","","-2.69%"
"07/25/2017","1,225.00","1,225.00","1,225.00","1,225.00","","-1.84%"
